latitude,longitude,elevation,timezone,country,state,county,urban,population,landcover,ghi_mean,dni_mean,dhi_mean,temp_mean,wind_mean,sp_mean
34.97,-112.1,1720.8,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,241.53836520947178,333.8312272313297,49.02402094717669,138.17964480874318,8.584187158469945,830.2244421675774
34.97,-112.06,1641.28,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,239.82234744990893,329.0796903460838,49.802595628415304,146.60758196721312,7.914674408014572,843.9267987249544
34.97,-112.02,1435.16,-7,b'United States',b'Arizona',b'Coconino',b'None',0,30,238.97723132969034,326.5788934426229,49.99971539162113,146.93869535519124,7.006716757741348,845.6432149362478
34.97,-111.98,1645.04,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,240.9471766848816,332.0251024590164,49.25842440801457,155.72165300546447,6.870332422586521,860.1946152094717
34.97,-111.94,1782.92,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,241.4284494535519,333.8168829690346,48.95696721311475,141.7409494535519,6.787966757741348,838.52168715847
34.97,-111.9,1927.2,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,241.97119763205828,336.04121129326046,48.490437158469945,133.62107240437157,6.779883879781421,825.9671561930784
34.97,-111.86,1939.32,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,241.98890027322403,336.75472449908926,48.27783469945355,119.86742941712204,6.7732809653916215,805.0327299635701
34.97,-111.82,1941.8,-7,b'United States',b'Arizona',b'Yavapai',b'None',1,70,240.89247495446267,334.0310223132969,48.75085382513661,138.53102231329692,6.79240664845173,833.5543032786885
34.97,-111.78,1962.44,-7,b'United States',b'Arizona',b'Yavapai',b'None',1,70,240.3259335154827,332.92133424408013,49.08680555555556,117.23258196721312,6.80037568306011,800.6920537340619
34.97,-111.74,1861.08,-7,b'United States',b'Arizona',b'Coconino',b'None',13,70,239.61293260473587,331.2167577413479,49.385132058287795,119.7962204007286,7.066427595628415,803.9514458105647
34.97,-111.7,2035.05,-7,b'United States',b'Arizona',b'Coconino',b'None',4,70,240.81523224043715,334.77350865209473,49.13849043715847,117.10069444444444,7.216586976320583,799.8218920765028
34.97,-111.66,2074.56,-7,b'United States',b'Arizona',b'Coconino',b'None',13,70,240.58982240437157,334.0285177595628,49.53153460837887,112.92309881602914,8.747267759562842,793.0870332422586
34.97,-111.62,2098.56,-7,b'United States',b'Arizona',b'Coconino',b'None',11,70,240.43732923497268,334.0516848816029,49.838285519125684,115.67133424408014,9.587431693989071,796.8558173952641
34.97,-111.58,2198.8,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,241.15898224043715,335.9020377959927,50.01901183970856,110.15408697632058,12.534892987249545,788.4784266848816
34.97,-111.54,2291.52,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,242.2423155737705,338.67594489981786,49.783185336976324,98.80749089253187,16.38695355191257,771.7111224954463
34.97,-111.5,2362.5,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,243.2328096539162,341.74015255009107,49.1923383424408,86.43943533697632,19.819615209471767,753.8869535519126
34.97,-111.46,2176.68,-7,b'United States',b'Arizona',b'Coconino',b'None',7,70,241.83709016393442,337.1687727686703,50.103882058287795,106.17776639344262,22.752276867030965,783.8128984517305
34.97,-111.42,2186.16,-7,b'United States',b'Arizona',b'Coconino',b'None',0,140,243.0779257741348,339.6765141165756,49.741006375227684,106.13672586520947,23.152834699453553,783.817281420765
34.97,-111.38,2178.32,-7,b'United States',b'Arizona',b'Coconino',b'None',0,110,243.7070810564663,340.8344717668488,49.67640027322405,106.36207877959927,23.64110883424408,784.370218579235
34.97,-111.34,2170.76,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,243.82041211293262,341.11566484517306,49.67571721311475,106.50369990892531,23.689207650273225,784.6605760473589
34.97,-111.3,2132.05,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,242.58572404371586,338.05891393442624,50.083333333333336,114.69353369763206,23.729451275045538,797.1109972677596
34.97,-111.26,1974.72,-7,b'United States',b'Arizona',b'Coconino',b'None',4,70,241.32445355191257,334.2477800546448,50.39378415300546,119.05373406193078,23.72876821493625,803.6985997267759
34.97,-111.22,1903.76,-7,b'United States',b'Arizona',b'Coconino',b'None',1,120,242.2143670309654,335.7848929872495,49.829348816029146,124.38222905282332,23.728825136612024,811.8250796903461
34.97,-111.18,1841.44,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,242.58709016393442,336.52897313296904,49.47609289617486,127.32496584699453,23.725011384335154,816.1318306010929
34.97,-111.14,1790.88,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,242.80202641165755,336.1164048269581,49.79616347905282,130.98332194899817,23.717782331511838,821.5193533697632
34.97,-111.1,1739.15,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,242.91609744990893,335.94017531876136,49.75039845173042,136.36788479052822,23.67196038251366,829.0649476320583
34.97,-111.06,1712.76,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,242.64691484517303,334.89122267759564,49.95207194899818,137.36583561020038,23.653290072859743,830.2691826047359
34.97,-111.02,1708.68,-7,b'United States',b'Arizona',b'Coconino',b'None',1,130,242.26064435336977,333.77533014571947,50.02390710382514,138.07365664845173,23.524988615664846,830.1596083788706
34.97,-110.98,1670.96,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,242.32143670309654,333.45645491803276,50.08543943533698,139.6835154826958,23.747096994535518,832.2167577413479
34.97,-110.94,1621.28,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,241.84079007285973,331.90135473588344,50.18795537340619,143.6837431693989,24.104394353369763,837.0354052823316
34.97,-110.9,1600.4,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,242.36412795992715,333.7317850637523,49.57838114754098,145.24840619307832,24.481728142076502,838.9882172131148
34.97,-110.86,1580.52,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,242.3787568306011,333.69000455373407,49.44171220400729,146.78921903460838,25.261896630236794,840.1888091985428
34.97,-110.82,1559.28,-7,b'United States',b'Arizona',b'Coconino',b'None',1,130,242.70355191256832,334.9443306010929,48.97318989071038,147.12824453551912,25.51719034608379,839.5886270491803
34.97,-110.78,1557.52,-7,b'United States',b'Arizona',b'Coconino',b'None',3,130,243.78267304189436,336.99590163934425,48.923838797814206,148.20525956284152,25.583617941712205,840.9229280510018
34.97,-110.74,1540.56,-7,b'United States',b'Arizona',b'Navajo',b'None',1464,130,243.8309995446266,337.3872381602914,48.740038706739526,149.35832194899817,25.641051912568305,841.9885587431694
34.97,-110.7,1523.15,-7,b'United States',b'Arizona',b'Navajo',b'None',8,130,243.99106329690346,337.6563638433515,48.673554189435336,149.0129781420765,25.643841074681237,841.3232012750456
34.97,-110.66,1518.72,-7,b'United States',b'Arizona',b'Navajo',b'None',29,130,244.42104963570128,338.1923383424408,48.68704462659381,150.8382285974499,25.651240892531877,843.9088683970856
34.97,-110.62,1505.52,-7,b'United States',b'Arizona',b'Navajo',b'None',0,130,244.07143670309654,337.2599043715847,48.75933515482696,151.0796903460838,25.65169626593807,844.27168715847
34.97,-110.58,1507.8,-7,b'United States',b'Arizona',b'Navajo',b'None',3,130,244.2539845173042,338.04263433515484,48.467326958105645,152.43368624772313,25.65237932604736,846.3826275045537
